conv_id,question_id,category,archive_size,archive_size_quartile,audit_gold_count,gold_cardinality_stratum,raw_evidence_valid,audit_evidence_valid,native_raw_any_r3,native_raw_all_r3,native_raw_fractional_r3,native_audit_any_r3,native_audit_all_r3,native_audit_fractional_r3,haar_raw_any_r3,haar_raw_all_r3,haar_raw_fractional_r3,haar_audit_any_r3,haar_audit_all_r3,haar_audit_fractional_r3,itq_raw_any_r3,itq_raw_all_r3,itq_raw_fractional_r3,itq_audit_any_r3,itq_audit_all_r3,itq_audit_fractional_r3,native_minus_haar_pp,haar_minus_native_pp
locomo_0,locomo_0_qa107,4,419,1,2,multi,1,1,1.0,1.0,1.0,1.0,0.0,0.5,0.29,0.29,0.29,1.0,0.4,0.7,1.0,1.0,1.0,1.0,0.6,0.8,-19.999999999999996,19.999999999999996
locomo_0,locomo_0_qa108,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa109,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa11,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa110,4,419,1,1,one,1,1,0.7,0.7,0.7,0.7,0.7,0.7,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.09,0.09,0.09,0.09,0.09,0.09,63.0,-63.0
locomo_0,locomo_0_qa111,4,419,1,1,one,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa112,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa113,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa114,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,40.0,-40.0
locomo_0,locomo_0_qa115,4,419,1,1,one,1,1,0.35,0.35,0.35,0.35,0.35,0.35,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,1.0,1.0,1.0,1.0,1.0,1.0,-59.00000000000001,59.00000000000001
locomo_0,locomo_0_qa116,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa117,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.72,0.72,0.72,0.72,0.72,0.72,-80.0,80.0
locomo_0,locomo_0_qa118,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa119,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa12,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.29,0.29,0.29,0.29,0.29,0.29,0.8,0.8,0.8,0.8,0.8,0.8,71.0,-71.0
locomo_0,locomo_0_qa120,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa121,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa122,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa123,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa124,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa125,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa126,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa127,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,89.0,-89.0
locomo_0,locomo_0_qa128,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa129,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.2,0.2,0.2,0.2,0.2,0.2,-12.0,12.0
locomo_0,locomo_0_qa13,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa130,4,419,1,1,one,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-25.0
locomo_0,locomo_0_qa131,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,19.999999999999996,-19.999999999999996
locomo_0,locomo_0_qa132,4,419,1,1,one,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa133,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa134,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.32,0.32,0.6,0.6,0.6,0.6,0.6,0.6,-32.0,32.0
locomo_0,locomo_0_qa135,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa136,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-11.000000000000002,11.000000000000002
locomo_0,locomo_0_qa137,4,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.2,0.6,0.6,0.6,0.6,0.4,0.5,-20.0,20.0
locomo_0,locomo_0_qa138,4,419,1,2,multi,1,1,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.1,50.0,-50.0
locomo_0,locomo_0_qa139,4,419,1,1,one,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.0
locomo_0,locomo_0_qa14,3,419,1,2,multi,1,1,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.25,0.5,0.0,0.25,20.0,-20.0
locomo_0,locomo_0_qa140,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa141,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa142,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa143,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa144,4,419,1,2,multi,1,1,1.0,0.0,0.5,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.53,0.0,0.265,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa145,4,419,1,1,one,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-60.0
locomo_0,locomo_0_qa146,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa147,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa148,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
locomo_0,locomo_0_qa149,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa15,1,419,1,4,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.2,0.0,0.05,0.13999999999999999,0.0,0.034999999999999996,0.13999999999999999,0.0,0.034999999999999996,-5.0,5.0
locomo_0,locomo_0_qa150,4,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa151,4,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8699999999999999,0.8699999999999999,0.8699999999999999,0.8699999999999999,0.8699999999999999,0.8699999999999999,0.8,0.8,0.8,0.8,0.8,0.8,13.00000000000001,-13.00000000000001
locomo_0,locomo_0_qa16,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.29,0.29,0.29,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,-28.999999999999996,28.999999999999996
locomo_0,locomo_0_qa17,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
locomo_0,locomo_0_qa18,1,419,1,3,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666665,0.2,0.0,0.06666666666666665,0.08,0.0,0.026666666666666665,0.08,0.0,0.026666666666666665,-6.666666666666665,6.666666666666665
locomo_0,locomo_0_qa19,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa2,3,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa20,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa21,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa22,3,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
locomo_0,locomo_0_qa23,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa24,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa25,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa26,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa27,3,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.034999999999999996,0.06999999999999999,0.0,0.034999999999999996,0.51,0.0,0.255,0.51,0.0,0.255,-3.4999999999999996,3.4999999999999996
locomo_0,locomo_0_qa28,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa29,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa3,1,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa30,3,419,1,0,invalid_zero,0,0,,,,,,,,,,,,,,,,,,,,
locomo_0,locomo_0_qa31,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa32,1,419,1,7,multi,1,1,0.2,0.0,0.05,0.2,0.0,0.02857142857142857,0.9400000000000001,0.0,0.33999999999999997,0.9400000000000001,0.0,0.23857142857142857,0.8,0.0,0.25,0.8,0.0,0.1714285714285714,-21.0,21.0
locomo_0,locomo_0_qa33,2,419,1,1,one,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.37,0.37,0.37,0.37,0.37,0.37,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,3.0000000000000027,-3.0000000000000027
locomo_0,locomo_0_qa34,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa35,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa36,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa37,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa38,1,419,1,6,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.033333333333333326,0.0,-0.0
locomo_0,locomo_0_qa39,1,419,1,4,multi,1,1,1.0,0.0,0.25,1.0,0.0,0.25,0.8,0.0,0.2,0.8,0.0,0.2,0.55,0.0,0.1375,0.55,0.0,0.1375,4.999999999999999,-4.999999999999999
locomo_0,locomo_0_qa4,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0
locomo_0,locomo_0_qa40,1,419,1,2,multi,1,1,1.0,0.0,0.5,1.0,0.0,0.5,0.8400000000000001,0.0,0.42000000000000004,0.8400000000000001,0.0,0.42000000000000004,0.5700000000000001,0.0,0.28500000000000003,0.5700000000000001,0.0,0.28500000000000003,7.9999999999999964,-7.9999999999999964
locomo_0,locomo_0_qa41,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa42,3,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa43,1,419,1,5,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa44,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
locomo_0,locomo_0_qa45,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-20.0,20.0
locomo_0,locomo_0_qa46,3,419,1,0,invalid_zero,0,0,,,,,,,,,,,,,,,,,,,,
locomo_0,locomo_0_qa47,1,419,1,2,multi,1,1,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.1,50.0,-50.0
locomo_0,locomo_0_qa48,1,419,1,4,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa49,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa5,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa50,3,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.0,-0.0
locomo_0,locomo_0_qa51,1,419,1,3,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666665,0.2,0.0,0.06666666666666665,0.09,0.0,0.03,0.09,0.0,0.03,-6.666666666666665,6.666666666666665
locomo_0,locomo_0_qa52,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa53,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.89,0.89,0.89,0.89,0.89,0.89,19.999999999999996,-19.999999999999996
locomo_0,locomo_0_qa54,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,93.0,-93.0
locomo_0,locomo_0_qa55,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.075,0.15,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,7.5
locomo_0,locomo_0_qa56,1,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa57,2,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa58,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0
locomo_0,locomo_0_qa59,3,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.8,0.0,0.4,1.0,0.0,0.5,1.0,0.0,0.5,-40.0,40.0
locomo_0,locomo_0_qa6,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,40.0,-40.0
locomo_0,locomo_0_qa60,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa61,1,419,1,2,multi,1,1,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-50.0
locomo_0,locomo_0_qa62,2,419,1,1,one,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-25.0
locomo_0,locomo_0_qa63,2,419,1,1,one,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,19.999999999999996,-19.999999999999996
locomo_0,locomo_0_qa64,3,419,1,1,one,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa65,1,419,1,2,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
locomo_0,locomo_0_qa66,1,419,1,5,multi,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
