conv_id,question_id,category,archive_size,archive_size_quartile,raw_retrievable_gold_count,audit_retrievable_gold_count,raw_evidence_valid,audit_evidence_valid
locomo_0,locomo_0_qa51,1,419,1,3,3,1,1
locomo_0,locomo_0_qa52,1,419,1,2,2,1,1
locomo_0,locomo_0_qa53,2,419,1,1,1,1,1
locomo_0,locomo_0_qa54,2,419,1,1,1,1,1
locomo_0,locomo_0_qa55,1,419,1,2,2,1,1
locomo_0,locomo_0_qa56,1,419,1,2,1,1,1
locomo_0,locomo_0_qa57,2,419,1,1,1,1,1
locomo_0,locomo_0_qa58,2,419,1,1,1,1,1
locomo_0,locomo_0_qa59,3,419,1,2,2,1,1
locomo_0,locomo_0_qa60,1,419,1,2,2,1,1
locomo_0,locomo_0_qa61,1,419,1,2,2,1,1
locomo_0,locomo_0_qa62,2,419,1,1,1,1,1
locomo_0,locomo_0_qa63,2,419,1,1,1,1,1
locomo_0,locomo_0_qa64,3,419,1,1,1,1,1
locomo_0,locomo_0_qa65,1,419,1,2,2,1,1
locomo_0,locomo_0_qa66,1,419,1,2,5,1,1
locomo_0,locomo_0_qa67,2,419,1,1,1,1,1
locomo_0,locomo_0_qa68,2,419,1,1,1,1,1
locomo_0,locomo_0_qa69,3,419,1,3,3,1,1
locomo_0,locomo_0_qa70,1,419,1,2,2,1,1
locomo_0,locomo_0_qa71,1,419,1,2,2,1,1
locomo_0,locomo_0_qa72,2,419,1,1,1,1,1
locomo_0,locomo_0_qa73,2,419,1,1,1,1,1
locomo_0,locomo_0_qa74,2,419,1,1,1,1,1
locomo_0,locomo_0_qa75,1,419,1,2,2,1,1
locomo_0,locomo_0_qa76,1,419,1,1,1,1,1
locomo_0,locomo_0_qa77,3,419,1,2,4,1,1
locomo_0,locomo_0_qa78,1,419,1,2,2,1,1
locomo_0,locomo_0_qa79,2,419,1,1,1,1,1
locomo_0,locomo_0_qa80,2,419,1,1,1,1,1
locomo_0,locomo_0_qa81,3,419,1,2,2,1,1
locomo_0,locomo_0_qa82,4,419,1,1,1,1,1
locomo_0,locomo_0_qa83,4,419,1,1,1,1,1
locomo_0,locomo_0_qa84,4,419,1,1,1,1,1
locomo_0,locomo_0_qa85,4,419,1,1,1,1,1
locomo_0,locomo_0_qa86,4,419,1,1,1,1,1
locomo_0,locomo_0_qa87,4,419,1,1,1,1,1
locomo_0,locomo_0_qa88,4,419,1,1,1,1,1
locomo_0,locomo_0_qa89,4,419,1,1,1,1,1
locomo_0,locomo_0_qa90,4,419,1,1,1,1,1
locomo_0,locomo_0_qa91,4,419,1,1,1,1,1
locomo_0,locomo_0_qa92,4,419,1,1,1,1,1
locomo_0,locomo_0_qa93,4,419,1,1,1,1,1
locomo_0,locomo_0_qa94,4,419,1,1,1,1,1
locomo_0,locomo_0_qa95,4,419,1,1,1,1,1
locomo_0,locomo_0_qa96,4,419,1,1,1,1,1
locomo_0,locomo_0_qa97,4,419,1,1,1,1,1
locomo_0,locomo_0_qa98,4,419,1,1,1,1,1
locomo_0,locomo_0_qa99,4,419,1,1,1,1,1
locomo_0,locomo_0_qa100,4,419,1,1,1,1,1
locomo_0,locomo_0_qa101,4,419,1,1,1,1,1
locomo_0,locomo_0_qa102,4,419,1,1,1,1,1
locomo_0,locomo_0_qa103,4,419,1,1,1,1,1
locomo_0,locomo_0_qa104,4,419,1,1,1,1,1
locomo_0,locomo_0_qa105,4,419,1,1,1,1,1
locomo_0,locomo_0_qa106,4,419,1,1,1,1,1
locomo_0,locomo_0_qa107,4,419,1,1,2,1,1
locomo_0,locomo_0_qa108,4,419,1,1,1,1,1
locomo_0,locomo_0_qa109,4,419,1,1,1,1,1
locomo_0,locomo_0_qa110,4,419,1,1,1,1,1
locomo_0,locomo_0_qa111,4,419,1,1,1,1,1
locomo_0,locomo_0_qa112,4,419,1,1,1,1,1
locomo_0,locomo_0_qa113,4,419,1,1,1,1,1
locomo_0,locomo_0_qa114,4,419,1,1,1,1,1
locomo_0,locomo_0_qa115,4,419,1,1,1,1,1
locomo_0,locomo_0_qa116,4,419,1,1,1,1,1
locomo_0,locomo_0_qa117,4,419,1,1,1,1,1
locomo_0,locomo_0_qa118,4,419,1,1,1,1,1
locomo_0,locomo_0_qa119,4,419,1,1,1,1,1
locomo_0,locomo_0_qa120,4,419,1,1,1,1,1
locomo_0,locomo_0_qa121,4,419,1,1,1,1,1
locomo_0,locomo_0_qa122,4,419,1,1,1,1,1
locomo_0,locomo_0_qa123,4,419,1,1,1,1,1
locomo_0,locomo_0_qa124,4,419,1,1,1,1,1
locomo_0,locomo_0_qa125,4,419,1,1,1,1,1
locomo_0,locomo_0_qa126,4,419,1,1,1,1,1
locomo_0,locomo_0_qa127,4,419,1,1,1,1,1
locomo_0,locomo_0_qa128,4,419,1,1,1,1,1
locomo_0,locomo_0_qa129,4,419,1,1,1,1,1
locomo_0,locomo_0_qa130,4,419,1,1,1,1,1
locomo_0,locomo_0_qa131,4,419,1,1,1,1,1
locomo_0,locomo_0_qa132,4,419,1,1,1,1,1
locomo_0,locomo_0_qa133,4,419,1,1,1,1,1
locomo_0,locomo_0_qa134,4,419,1,1,1,1,1
locomo_0,locomo_0_qa135,4,419,1,1,1,1,1
locomo_0,locomo_0_qa136,4,419,1,1,1,1,1
locomo_0,locomo_0_qa137,4,419,1,1,2,1,1
locomo_0,locomo_0_qa138,4,419,1,1,2,1,1
locomo_0,locomo_0_qa139,4,419,1,1,1,1,1
locomo_0,locomo_0_qa140,4,419,1,1,1,1,1
locomo_0,locomo_0_qa141,4,419,1,1,1,1,1
locomo_0,locomo_0_qa142,4,419,1,1,1,1,1
locomo_0,locomo_0_qa143,4,419,1,1,1,1,1
locomo_0,locomo_0_qa144,4,419,1,2,2,1,1
locomo_0,locomo_0_qa145,4,419,1,1,1,1,1
locomo_0,locomo_0_qa146,4,419,1,1,1,1,1
locomo_0,locomo_0_qa147,4,419,1,1,1,1,1
locomo_0,locomo_0_qa148,4,419,1,1,1,1,1
locomo_0,locomo_0_qa149,4,419,1,1,1,1,1
locomo_0,locomo_0_qa150,4,419,1,1,1,1,1
locomo_0,locomo_0_qa151,4,419,1,1,1,1,1
locomo_1,locomo_1_qa0,2,369,1,1,1,1,1
locomo_1,locomo_1_qa1,2,369,1,1,1,1,1
locomo_1,locomo_1_qa2,4,369,1,2,2,1,1
locomo_1,locomo_1_qa3,1,369,1,4,4,1,1
locomo_1,locomo_1_qa4,4,369,1,2,2,1,1
locomo_1,locomo_1_qa5,1,369,1,3,3,1,1
locomo_1,locomo_1_qa6,2,369,1,1,1,1,1
locomo_1,locomo_1_qa7,2,369,1,1,1,1,1
locomo_1,locomo_1_qa8,2,369,1,1,1,1,1
locomo_1,locomo_1_qa9,1,369,1,2,2,1,1
locomo_1,locomo_1_qa10,2,369,1,1,1,1,1
locomo_1,locomo_1_qa11,2,369,1,1,1,1,1
locomo_1,locomo_1_qa12,2,369,1,1,1,1,1
locomo_1,locomo_1_qa13,2,369,1,1,1,1,1
locomo_1,locomo_1_qa14,2,369,1,1,1,1,1
locomo_1,locomo_1_qa15,2,369,1,1,1,1,1
locomo_1,locomo_1_qa16,2,369,1,1,1,1,1
locomo_1,locomo_1_qa17,1,369,1,2,2,1,1
locomo_1,locomo_1_qa18,1,369,1,2,2,1,1
locomo_1,locomo_1_qa19,2,369,1,1,1,1,1
locomo_1,locomo_1_qa20,2,369,1,1,1,1,1
locomo_1,locomo_1_qa21,2,369,1,1,1,1,1
locomo_1,locomo_1_qa22,2,369,1,1,1,1,1
locomo_1,locomo_1_qa23,1,369,1,4,4,1,1
locomo_1,locomo_1_qa24,1,369,1,3,3,1,1
locomo_1,locomo_1_qa25,1,369,1,2,2,1,1
locomo_1,locomo_1_qa26,2,369,1,1,1,1,1
locomo_1,locomo_1_qa27,1,369,1,5,5,1,1
locomo_1,locomo_1_qa28,2,369,1,1,1,1,1
locomo_1,locomo_1_qa29,1,369,1,2,2,1,1
locomo_1,locomo_1_qa30,2,369,1,1,1,1,1
locomo_1,locomo_1_qa31,1,369,1,2,2,1,1
locomo_1,locomo_1_qa32,2,369,1,1,1,1,1
locomo_1,locomo_1_qa33,2,369,1,1,1,1,1
locomo_1,locomo_1_qa34,2,369,1,1,1,1,1
locomo_1,locomo_1_qa35,2,369,1,1,1,1,1
locomo_1,locomo_1_qa36,2,369,1,1,1,1,1
locomo_1,locomo_1_qa37,2,369,1,1,1,1,1
locomo_1,locomo_1_qa38,2,369,1,1,1,1,1
locomo_1,locomo_1_qa39,4,369,1,1,1,1,1
locomo_1,locomo_1_qa40,4,369,1,1,1,1,1
locomo_1,locomo_1_qa41,4,369,1,1,1,1,1
locomo_1,locomo_1_qa42,4,369,1,1,1,1,1
locomo_1,locomo_1_qa43,4,369,1,1,1,1,1
locomo_1,locomo_1_qa44,4,369,1,1,1,1,1
locomo_1,locomo_1_qa45,4,369,1,1,1,1,1
locomo_1,locomo_1_qa46,4,369,1,1,1,1,1
locomo_1,locomo_1_qa47,4,369,1,1,2,1,1
locomo_1,locomo_1_qa48,4,369,1,1,1,1,1
locomo_1,locomo_1_qa49,4,369,1,2,2,1,1
locomo_1,locomo_1_qa50,4,369,1,1,1,1,1
locomo_1,locomo_1_qa51,4,369,1,1,1,1,1
locomo_1,locomo_1_qa52,4,369,1,1,1,1,1
locomo_1,locomo_1_qa53,4,369,1,1,1,1,1
locomo_1,locomo_1_qa54,4,369,1,1,1,1,1
locomo_1,locomo_1_qa55,4,369,1,1,1,1,1
locomo_1,locomo_1_qa56,4,369,1,2,2,1,1
locomo_1,locomo_1_qa57,4,369,1,1,1,1,1
locomo_1,locomo_1_qa58,4,369,1,1,1,1,1
locomo_1,locomo_1_qa59,4,369,1,1,1,1,1
locomo_1,locomo_1_qa60,4,369,1,1,1,1,1
locomo_1,locomo_1_qa61,4,369,1,1,1,1,1
locomo_1,locomo_1_qa62,4,369,1,1,1,1,1
locomo_1,locomo_1_qa63,4,369,1,1,1,1,1
locomo_1,locomo_1_qa64,4,369,1,1,1,1,1
locomo_1,locomo_1_qa65,4,369,1,1,1,1,1
locomo_1,locomo_1_qa66,4,369,1,1,1,1,1
locomo_1,locomo_1_qa67,4,369,1,1,1,1,1
locomo_1,locomo_1_qa68,4,369,1,1,1,1,1
locomo_1,locomo_1_qa69,4,369,1,1,1,1,1
locomo_1,locomo_1_qa70,4,369,1,1,1,1,1
locomo_1,locomo_1_qa71,4,369,1,1,1,1,1
locomo_1,locomo_1_qa72,4,369,1,1,1,1,1
locomo_1,locomo_1_qa73,4,369,1,1,1,1,1
locomo_1,locomo_1_qa74,4,369,1,1,1,1,1
locomo_1,locomo_1_qa75,4,369,1,1,1,1,1
locomo_1,locomo_1_qa76,4,369,1,2,2,1,1
locomo_1,locomo_1_qa77,4,369,1,1,1,1,1
locomo_1,locomo_1_qa78,4,369,1,1,1,1,1
locomo_1,locomo_1_qa80,4,369,1,1,1,1,1
locomo_1,locomo_1_qa81,4,369,1,1,1,1,1
locomo_2,locomo_2_qa0,2,663,3,1,1,1,1
locomo_2,locomo_2_qa1,2,663,3,1,1,1,1
locomo_2,locomo_2_qa2,1,663,3,2,2,1,1
locomo_2,locomo_2_qa3,1,663,3,2,2,1,1
locomo_2,locomo_2_qa4,2,663,3,1,1,1,1
locomo_2,locomo_2_qa5,2,663,3,1,1,1,1
locomo_2,locomo_2_qa6,1,663,3,4,4,1,1
locomo_2,locomo_2_qa7,1,663,3,2,2,1,1
locomo_2,locomo_2_qa8,3,663,3,1,1,1,1
locomo_2,locomo_2_qa9,1,663,3,2,2,1,1
locomo_2,locomo_2_qa10,2,663,3,1,1,1,1
locomo_2,locomo_2_qa11,1,663,3,4,4,1,1
locomo_2,locomo_2_qa12,1,663,3,2,2,1,1
locomo_2,locomo_2_qa13,2,663,3,1,1,1,1
locomo_2,locomo_2_qa14,3,663,3,2,2,1,1
locomo_2,locomo_2_qa15,1,663,3,2,2,1,1
locomo_2,locomo_2_qa16,2,663,3,1,1,1,1
locomo_2,locomo_2_qa17,3,663,3,1,1,1,1
locomo_2,locomo_2_qa18,1,663,3,2,2,1,1
locomo_2,locomo_2_qa19,1,663,3,2,2,1,1
locomo_2,locomo_2_qa20,2,663,3,2,2,1,1
locomo_2,locomo_2_qa21,1,663,3,2,2,1,1
locomo_2,locomo_2_qa22,2,663,3,1,1,1,1
locomo_2,locomo_2_qa23,1,663,3,2,2,1,1
locomo_2,locomo_2_qa24,2,663,3,1,1,1,1
locomo_2,locomo_2_qa25,1,663,3,2,2,1,1
locomo_2,locomo_2_qa26,1,663,3,2,2,1,1
locomo_2,locomo_2_qa27,2,663,3,1,1,1,1
locomo_2,locomo_2_qa28,1,663,3,4,4,1,1
locomo_2,locomo_2_qa29,1,663,3,2,2,1,1
locomo_2,locomo_2_qa30,1,663,3,3,3,1,1
locomo_2,locomo_2_qa31,2,663,3,1,1,1,1
locomo_2,locomo_2_qa32,1,663,3,2,2,1,1
locomo_2,locomo_2_qa33,1,663,3,3,3,1,1
locomo_2,locomo_2_qa34,2,663,3,1,1,1,1
locomo_2,locomo_2_qa35,1,663,3,2,2,1,1
locomo_2,locomo_2_qa36,1,663,3,2,2,1,1
locomo_2,locomo_2_qa37,1,663,3,5,5,1,1
locomo_2,locomo_2_qa38,2,663,3,1,1,1,1
locomo_2,locomo_2_qa39,3,663,3,1,1,1,1
locomo_2,locomo_2_qa40,1,663,3,2,2,1,1
locomo_2,locomo_2_qa41,3,663,3,1,1,1,1
locomo_2,locomo_2_qa42,1,663,3,2,2,1,1
locomo_2,locomo_2_qa43,2,663,3,1,1,1,1
locomo_2,locomo_2_qa44,1,663,3,3,3,1,1
locomo_2,locomo_2_qa45,3,663,3,2,2,1,1
locomo_2,locomo_2_qa46,2,663,3,1,1,1,1
locomo_2,locomo_2_qa47,1,663,3,4,4,1,1
locomo_2,locomo_2_qa48,2,663,3,1,1,1,1
locomo_2,locomo_2_qa49,1,663,3,2,2,1,1
locomo_2,locomo_2_qa50,3,663,3,4,4,1,1
locomo_2,locomo_2_qa51,2,663,3,1,1,1,1
locomo_2,locomo_2_qa52,1,663,3,2,2,1,1
locomo_2,locomo_2_qa53,2,663,3,1,1,1,1
locomo_2,locomo_2_qa54,2,663,3,1,1,1,1
locomo_2,locomo_2_qa55,2,663,3,1,1,1,1
locomo_2,locomo_2_qa56,2,663,3,2,2,1,1
locomo_2,locomo_2_qa57,1,663,3,4,4,1,1
locomo_2,locomo_2_qa58,2,663,3,1,1,1,1
locomo_2,locomo_2_qa59,2,663,3,1,1,1,1
locomo_2,locomo_2_qa60,1,663,3,2,2,1,1
locomo_2,locomo_2_qa61,2,663,3,1,1,1,1
locomo_2,locomo_2_qa62,1,663,3,2,2,1,1
locomo_2,locomo_2_qa63,2,663,3,2,2,1,1
locomo_2,locomo_2_qa64,3,663,3,4,4,1,1
locomo_2,locomo_2_qa65,4,663,3,1,1,1,1
locomo_2,locomo_2_qa66,4,663,3,1,1,1,1
locomo_2,locomo_2_qa67,4,663,3,1,1,1,1
locomo_2,locomo_2_qa68,4,663,3,1,1,1,1
locomo_2,locomo_2_qa69,4,663,3,1,1,1,1
locomo_2,locomo_2_qa70,4,663,3,1,1,1,1
locomo_2,locomo_2_qa71,4,663,3,1,1,1,1
locomo_2,locomo_2_qa72,4,663,3,1,1,1,1
locomo_2,locomo_2_qa73,4,663,3,1,1,1,1
locomo_2,locomo_2_qa74,4,663,3,1,1,1,1
locomo_2,locomo_2_qa75,4,663,3,1,1,1,1
locomo_2,locomo_2_qa76,4,663,3,1,1,1,1
locomo_2,locomo_2_qa77,4,663,3,1,1,1,1
locomo_2,locomo_2_qa78,4,663,3,1,1,1,1
locomo_2,locomo_2_qa79,4,663,3,1,1,1,1
locomo_2,locomo_2_qa80,4,663,3,1,1,1,1
locomo_2,locomo_2_qa81,4,663,3,1,1,1,1
locomo_2,locomo_2_qa82,4,663,3,1,1,1,1
locomo_2,locomo_2_qa83,4,663,3,1,1,1,1
locomo_2,locomo_2_qa84,4,663,3,1,1,1,1
locomo_2,locomo_2_qa85,4,663,3,1,1,1,1
locomo_2,locomo_2_qa86,4,663,3,1,1,1,1
locomo_2,locomo_2_qa87,4,663,3,1,1,1,1
locomo_2,locomo_2_qa88,4,663,3,1,1,1,1
locomo_2,locomo_2_qa89,4,663,3,1,1,1,1
locomo_2,locomo_2_qa90,4,663,3,1,1,1,1
locomo_2,locomo_2_qa91,2,663,3,1,1,1,1
locomo_2,locomo_2_qa92,4,663,3,1,1,1,1
locomo_2,locomo_2_qa93,4,663,3,1,1,1,1
locomo_2,locomo_2_qa94,4,663,3,1,1,1,1
locomo_2,locomo_2_qa95,4,663,3,1,1,1,1
locomo_2,locomo_2_qa96,4,663,3,1,1,1,1
locomo_2,locomo_2_qa97,4,663,3,1,1,1,1
locomo_2,locomo_2_qa98,4,663,3,1,1,1,1
locomo_2,locomo_2_qa99,4,663,3,1,1,1,1
locomo_2,locomo_2_qa100,4,663,3,1,1,1,1
locomo_2,locomo_2_qa101,4,663,3,1,1,1,1
locomo_2,locomo_2_qa102,4,663,3,1,1,1,1
locomo_2,locomo_2_qa103,4,663,3,1,1,1,1
locomo_2,locomo_2_qa104,4,663,3,1,1,1,1
locomo_2,locomo_2_qa105,4,663,3,1,1,1,1
locomo_2,locomo_2_qa106,4,663,3,1,1,1,1
locomo_2,locomo_2_qa107,4,663,3,1,1,1,1
locomo_2,locomo_2_qa108,4,663,3,1,1,1,1
locomo_2,locomo_2_qa109,4,663,3,1,1,1,1
locomo_2,locomo_2_qa110,4,663,3,1,1,1,1
locomo_2,locomo_2_qa111,4,663,3,1,1,1,1
locomo_2,locomo_2_qa112,4,663,3,1,1,1,1
locomo_2,locomo_2_qa113,4,663,3,1,1,1,1
locomo_2,locomo_2_qa114,4,663,3,1,1,1,1
locomo_2,locomo_2_qa115,4,663,3,1,1,1,1
locomo_2,locomo_2_qa116,4,663,3,1,2,1,1
locomo_2,locomo_2_qa117,4,663,3,1,1,1,1
locomo_2,locomo_2_qa118,4,663,3,1,1,1,1
locomo_2,locomo_2_qa119,4,663,3,1,1,1,1
locomo_2,locomo_2_qa120,4,663,3,1,1,1,1
locomo_2,locomo_2_qa121,4,663,3,1,1,1,1
locomo_2,locomo_2_qa122,4,663,3,1,1,1,1
locomo_2,locomo_2_qa123,4,663,3,1,1,1,1
locomo_2,locomo_2_qa124,4,663,3,1,1,1,1
locomo_2,locomo_2_qa125,4,663,3,1,1,1,1
locomo_2,locomo_2_qa126,4,663,3,1,1,1,1
locomo_2,locomo_2_qa127,4,663,3,1,1,1,1
locomo_2,locomo_2_qa128,4,663,3,1,1,1,1
locomo_2,locomo_2_qa129,4,663,3,1,1,1,1
locomo_2,locomo_2_qa130,4,663,3,1,1,1,1
locomo_2,locomo_2_qa131,4,663,3,1,1,1,1
locomo_2,locomo_2_qa132,4,663,3,1,1,1,1
locomo_2,locomo_2_qa133,4,663,3,1,1,1,1
locomo_2,locomo_2_qa134,4,663,3,1,1,1,1
locomo_2,locomo_2_qa135,4,663,3,1,1,1,1
locomo_2,locomo_2_qa136,4,663,3,1,1,1,1
locomo_2,locomo_2_qa137,4,663,3,1,1,1,1
locomo_2,locomo_2_qa138,4,663,3,1,1,1,1
locomo_2,locomo_2_qa139,4,663,3,1,1,1,1
locomo_2,locomo_2_qa140,4,663,3,1,1,1,1
locomo_2,locomo_2_qa141,4,663,3,1,1,1,1
locomo_2,locomo_2_qa142,4,663,3,1,1,1,1
locomo_2,locomo_2_qa143,4,663,3,1,1,1,1
locomo_2,locomo_2_qa144,4,663,3,1,1,1,1
locomo_2,locomo_2_qa145,4,663,3,1,1,1,1
locomo_2,locomo_2_qa146,4,663,3,1,1,1,1
locomo_2,locomo_2_qa147,4,663,3,1,1,1,1
locomo_2,locomo_2_qa148,4,663,3,1,1,1,1
locomo_2,locomo_2_qa149,4,663,3,1,1,1,1
locomo_2,locomo_2_qa150,4,663,3,1,1,1,1
locomo_2,locomo_2_qa151,4,663,3,1,1,1,1
locomo_3,locomo_3_qa0,3,629,2,1,1,1,1
locomo_3,locomo_3_qa1,1,629,2,7,7,1,1
locomo_3,locomo_3_qa2,2,629,2,1,1,1,1
locomo_3,locomo_3_qa3,2,629,2,1,1,1,1
locomo_3,locomo_3_qa4,3,629,2,1,2,1,1
locomo_3,locomo_3_qa5,1,629,2,2,2,1,1
locomo_3,locomo_3_qa6,2,629,2,1,1,1,1
locomo_3,locomo_3_qa7,2,629,2,1,1,1,1
locomo_3,locomo_3_qa8,2,629,2,1,1,1,1
locomo_3,locomo_3_qa9,2,629,2,1,1,1,1
locomo_3,locomo_3_qa10,1,629,2,2,2,1,1
locomo_3,locomo_3_qa11,1,629,2,3,3,1,1
locomo_3,locomo_3_qa12,3,629,2,2,2,1,1
locomo_3,locomo_3_qa13,2,629,2,1,1,1,1
locomo_3,locomo_3_qa14,3,629,2,1,1,1,1
locomo_3,locomo_3_qa15,2,629,2,1,1,1,1
locomo_3,locomo_3_qa16,2,629,2,2,2,1,1
locomo_3,locomo_3_qa17,2,629,2,1,1,1,1
locomo_3,locomo_3_qa18,2,629,2,1,1,1,1
locomo_3,locomo_3_qa19,1,629,2,2,2,1,1
locomo_3,locomo_3_qa20,2,629,2,1,1,1,1
locomo_3,locomo_3_qa21,2,629,2,1,1,1,1
locomo_3,locomo_3_qa22,2,629,2,2,2,1,1
locomo_3,locomo_3_qa23,1,629,2,5,5,1,1
locomo_3,locomo_3_qa24,2,629,2,1,1,1,1
locomo_3,locomo_3_qa25,2,629,2,1,1,1,1
locomo_3,locomo_3_qa26,2,629,2,1,1,1,1
locomo_3,locomo_3_qa27,1,629,2,2,2,1,1
locomo_3,locomo_3_qa28,2,629,2,1,1,1,1
locomo_3,locomo_3_qa29,2,629,2,1,1,1,1
locomo_3,locomo_3_qa30,1,629,2,4,4,1,1
locomo_3,locomo_3_qa31,2,629,2,1,1,1,1
locomo_3,locomo_3_qa32,2,629,2,1,1,1,1
locomo_3,locomo_3_qa33,2,629,2,1,1,1,1
locomo_3,locomo_3_qa34,1,629,2,3,4,1,1
locomo_3,locomo_3_qa35,2,629,2,1,1,1,1
locomo_3,locomo_3_qa36,2,629,2,1,1,1,1
locomo_3,locomo_3_qa37,2,629,2,1,1,1,1
locomo_3,locomo_3_qa38,2,629,2,1,1,1,1
locomo_3,locomo_3_qa39,2,629,2,1,1,1,1
locomo_3,locomo_3_qa40,2,629,2,1,1,1,1
locomo_3,locomo_3_qa41,2,629,2,1,1,1,1
locomo_3,locomo_3_qa42,1,629,2,3,3,1,1
locomo_3,locomo_3_qa43,2,629,2,2,2,1,1
locomo_3,locomo_3_qa44,2,629,2,1,1,1,1
locomo_3,locomo_3_qa45,2,629,2,1,1,1,1
locomo_3,locomo_3_qa46,1,629,2,2,2,1,1
locomo_3,locomo_3_qa47,1,629,2,2,2,1,1
locomo_3,locomo_3_qa48,2,629,2,1,1,1,1
locomo_3,locomo_3_qa49,1,629,2,2,2,1,1
locomo_3,locomo_3_qa50,1,629,2,2,3,1,1
locomo_3,locomo_3_qa51,1,629,2,2,2,1,1
locomo_3,locomo_3_qa52,1,629,2,2,3,1,1
locomo_3,locomo_3_qa53,1,629,2,2,2,1,1
locomo_3,locomo_3_qa54,2,629,2,1,1,1,1
locomo_3,locomo_3_qa55,1,629,2,6,6,1,1
locomo_3,locomo_3_qa56,1,629,2,2,2,1,1
locomo_3,locomo_3_qa57,2,629,2,1,1,1,1
locomo_3,locomo_3_qa58,1,629,2,6,7,1,1
locomo_3,locomo_3_qa59,1,629,2,2,2,1,1
locomo_3,locomo_3_qa60,3,629,2,1,1,1,1
locomo_3,locomo_3_qa61,1,629,2,3,3,1,1
locomo_3,locomo_3_qa62,1,629,2,2,2,1,1
locomo_3,locomo_3_qa63,1,629,2,5,5,1,1
locomo_3,locomo_3_qa64,2,629,2,1,1,1,1
locomo_3,locomo_3_qa65,2,629,2,1,1,1,1
locomo_3,locomo_3_qa66,3,629,2,4,3,1,1
locomo_3,locomo_3_qa67,1,629,2,3,4,1,1
locomo_3,locomo_3_qa68,3,629,2,4,5,1,1
locomo_3,locomo_3_qa69,1,629,2,2,3,1,1
locomo_3,locomo_3_qa70,1,629,2,3,3,1,1
locomo_3,locomo_3_qa71,1,629,2,2,2,1,1
locomo_3,locomo_3_qa72,2,629,2,1,1,1,1
locomo_3,locomo_3_qa73,3,629,2,1,1,1,1
locomo_3,locomo_3_qa74,1,629,2,7,7,1,1
locomo_3,locomo_3_qa75,1,629,2,4,4,1,1
