conv_id,question_id,category,gold_count,sign_fractional_R3,centered_cosine_fractional_R3,sign_hard_negative_margin_bits,centered_cosine_hard_negative_margin,sign_beats_cosine
locomo_0,locomo_0_qa51,1,3,0.0,0.0,-10.0,-0.22607663248719068,0
locomo_0,locomo_0_qa52,1,2,0.0,0.0,-12.0,-0.8324390394163483,0
locomo_0,locomo_0_qa53,2,1,1.0,1.0,-7.0,0.0013390084611881736,0
locomo_0,locomo_0_qa54,2,1,1.0,0.0,-1.0,-0.24461249696677,1
locomo_0,locomo_0_qa55,1,2,0.0,0.0,-10.0,-0.2937871709048145,0
locomo_0,locomo_0_qa56,1,1,0.0,0.0,-13.0,-0.3537573976227092,0
locomo_0,locomo_0_qa57,2,1,0.0,0.0,-10.0,-0.5311269682675758,0
locomo_0,locomo_0_qa58,2,1,1.0,0.0,2.0,-0.1758878778297282,1
locomo_0,locomo_0_qa59,3,2,0.0,0.5,-7.0,0.1683095412521518,0
locomo_0,locomo_0_qa60,1,2,0.0,0.0,-22.0,-0.41240217588797495,0
locomo_0,locomo_0_qa61,1,2,0.5,0.0,0.0,-0.16433339149181583,1
locomo_0,locomo_0_qa62,2,1,0.25,0.0,-6.0,-0.6226388073203863,1
locomo_0,locomo_0_qa63,2,1,1.0,1.0,-3.0,0.06584669836490242,0
locomo_0,locomo_0_qa64,3,1,0.0,0.0,-5.0,-0.3791553921888666,0
locomo_0,locomo_0_qa65,1,2,0.0,0.0,-10.0,-0.23073078736895558,0
locomo_0,locomo_0_qa66,1,5,0.0,0.0,-7.0,-0.4348721576256779,0
locomo_0,locomo_0_qa67,2,1,0.0,0.0,-18.0,-0.6158953434220893,0
locomo_0,locomo_0_qa68,2,1,0.0,0.0,-22.0,-0.6936395979796663,0
locomo_0,locomo_0_qa69,3,3,0.0,0.0,-15.0,-0.4231981186030014,0
locomo_0,locomo_0_qa70,1,2,0.5,0.5,7.0,-0.03937855993905515,0
locomo_0,locomo_0_qa71,1,2,0.0,0.0,-8.0,-0.45399522835008876,0
locomo_0,locomo_0_qa72,2,1,0.0,0.0,-16.0,-0.5518798386644174,0
locomo_0,locomo_0_qa73,2,1,0.0,0.0,-13.0,-0.6147518064708989,0
locomo_0,locomo_0_qa74,2,1,0.0,0.0,-10.0,-0.4650593341068244,0
locomo_0,locomo_0_qa75,1,2,0.0,0.0,-21.0,-0.5137459508177569,0
locomo_0,locomo_0_qa76,1,1,1.0,0.0,-2.0,-0.3482569647019337,1
locomo_0,locomo_0_qa77,3,4,0.0,0.0,-18.0,-0.2977641394488649,0
locomo_0,locomo_0_qa78,1,2,0.0,0.0,-11.0,-0.10681394215921464,0
locomo_0,locomo_0_qa79,2,1,0.0,0.0,-5.0,-0.4395633748172756,0
locomo_0,locomo_0_qa80,2,1,0.0,0.0,-19.0,-0.6380227461089751,0
locomo_0,locomo_0_qa81,3,2,0.5,0.0,-10.0,-0.13978499407686096,1
locomo_0,locomo_0_qa82,4,1,1.0,1.0,8.0,-0.013634289858671211,0
locomo_0,locomo_0_qa83,4,1,0.0,0.0,-11.0,-0.3343222868819877,0
locomo_0,locomo_0_qa84,4,1,0.0,0.0,-15.0,-0.8258074515408316,0
locomo_0,locomo_0_qa85,4,1,0.0,0.0,-22.0,-0.7413788151706839,0
locomo_0,locomo_0_qa86,4,1,0.0,1.0,-11.0,-0.09636968518610356,0
locomo_0,locomo_0_qa87,4,1,0.0,0.0,-14.0,-0.4787415203809778,0
locomo_0,locomo_0_qa88,4,1,0.0,0.0,-21.0,-0.5717614925436355,0
locomo_0,locomo_0_qa89,4,1,0.0,0.0,-12.0,-0.3566222976230963,0
locomo_0,locomo_0_qa90,4,1,0.0,0.0,-21.0,-0.7246319249126941,0
locomo_0,locomo_0_qa91,4,1,0.0,0.0,-6.0,-0.2892373645765933,0
locomo_0,locomo_0_qa92,4,1,1.0,1.0,10.0,0.2245456951827164,0
locomo_0,locomo_0_qa93,4,1,1.0,1.0,9.0,0.2745022842891189,0
locomo_0,locomo_0_qa94,4,1,1.0,1.0,4.0,0.16813434980673664,0
locomo_0,locomo_0_qa95,4,1,0.0,0.0,-6.0,-0.18354651297543884,0
locomo_0,locomo_0_qa96,4,1,0.0,0.0,-15.0,-0.40405882669427384,0
locomo_0,locomo_0_qa97,4,1,0.0,0.0,-12.0,-0.7208691474858996,0
locomo_0,locomo_0_qa98,4,1,0.0,1.0,-4.0,0.17661853259406624,0
locomo_0,locomo_0_qa99,4,1,0.0,0.0,-16.0,-0.231645401983048,0
locomo_0,locomo_0_qa100,4,1,0.0,0.0,-9.0,-0.0878179699751146,0
locomo_0,locomo_0_qa101,4,1,0.0,0.0,-24.0,-0.7086023364415373,0
locomo_0,locomo_0_qa102,4,1,0.0,0.0,-17.0,-0.38330882125510535,0
locomo_0,locomo_0_qa103,4,1,0.0,0.0,-24.0,-0.41812330931687286,0
locomo_0,locomo_0_qa104,4,1,0.0,0.0,-17.0,-0.6500333034497724,0
locomo_0,locomo_0_qa105,4,1,0.0,0.0,-24.0,-0.6781743221413201,0
locomo_0,locomo_0_qa106,4,1,0.0,0.0,-18.0,-0.5056617475891825,0
locomo_0,locomo_0_qa107,4,2,0.5,0.5,-3.0,-0.020497702531037887,0
locomo_0,locomo_0_qa108,4,1,0.0,0.0,-27.0,-0.524895587052635,0
locomo_0,locomo_0_qa109,4,1,0.0,0.0,-9.0,-0.24876533399166822,0
locomo_0,locomo_0_qa110,4,1,0.7,0.0,-1.0,-0.19224377886459715,1
locomo_0,locomo_0_qa111,4,1,0.0,0.0,-27.0,-0.673424535486427,0
locomo_0,locomo_0_qa112,4,1,0.0,0.0,-14.0,-0.4837470493694475,0
locomo_0,locomo_0_qa113,4,1,1.0,0.0,4.0,-0.22392577329453983,1
locomo_0,locomo_0_qa114,4,1,1.0,1.0,0.0,-0.021476579023311237,0
locomo_0,locomo_0_qa115,4,1,0.35,1.0,-3.0,0.1920436833249407,0
locomo_0,locomo_0_qa116,4,1,0.0,0.0,-19.0,-0.553788285248664,0
locomo_0,locomo_0_qa117,4,1,0.0,1.0,-10.0,-0.012512686681821594,0
locomo_0,locomo_0_qa118,4,1,0.0,0.0,-17.0,-0.3191345627455108,0
locomo_0,locomo_0_qa119,4,1,0.0,0.0,-18.0,-0.5816979542063425,0
locomo_0,locomo_0_qa120,4,1,0.0,0.0,-16.0,-0.6111918998564866,0
locomo_0,locomo_0_qa121,4,1,0.0,0.0,-40.0,-0.7345058314293844,0
locomo_0,locomo_0_qa122,4,1,0.0,0.0,-17.0,-0.3353402104563875,0
locomo_0,locomo_0_qa123,4,1,0.0,0.0,-17.0,-0.6582927444520039,0
locomo_0,locomo_0_qa124,4,1,0.0,0.0,-19.0,-0.8899536107299235,0
locomo_0,locomo_0_qa125,4,1,0.0,0.0,-6.0,-0.36050105910877517,0
locomo_0,locomo_0_qa126,4,1,0.0,0.0,-13.0,-0.6982217321413665,0
locomo_0,locomo_0_qa127,4,1,1.0,0.0,4.0,-0.3925896341950758,1
locomo_0,locomo_0_qa128,4,1,0.0,0.0,-15.0,-0.4669605993269851,0
locomo_0,locomo_0_qa129,4,1,0.0,1.0,-19.0,-0.1757918839784819,0
locomo_0,locomo_0_qa130,4,1,0.25,0.0,-5.0,-0.34281097026667395,1
locomo_0,locomo_0_qa131,4,1,1.0,1.0,6.0,0.04576241184352592,0
locomo_0,locomo_0_qa132,4,1,0.0,0.0,-27.0,-0.6424986020876844,0
locomo_0,locomo_0_qa133,4,1,1.0,0.0,-3.0,-0.5338044300469289,1
locomo_0,locomo_0_qa134,4,1,0.0,1.0,-17.0,-0.1013605231071178,0
locomo_0,locomo_0_qa135,4,1,0.0,0.0,-7.0,-0.6008551748121248,0
locomo_0,locomo_0_qa136,4,1,0.0,0.0,-14.0,-0.12716867768454215,0
locomo_0,locomo_0_qa137,4,2,0.0,0.0,-6.0,-0.18441728658191592,0
locomo_0,locomo_0_qa138,4,2,0.5,0.0,-2.0,-0.2279249057863077,1
locomo_0,locomo_0_qa139,4,1,1.0,1.0,-5.0,0.11405192805036435,0
locomo_0,locomo_0_qa140,4,1,1.0,0.0,-1.0,-0.440040618659459,1
locomo_0,locomo_0_qa141,4,1,0.0,0.0,-16.0,-0.6077258841722138,0
locomo_0,locomo_0_qa142,4,1,0.0,0.0,-20.0,-0.4989182037355551,0
locomo_0,locomo_0_qa143,4,1,0.0,0.0,-6.0,-0.33681643730212374,0
locomo_0,locomo_0_qa144,4,2,0.0,0.0,-12.0,-0.33728171183139,0
locomo_0,locomo_0_qa145,4,1,0.6,0.0,-4.0,-0.36866159575829727,1
locomo_0,locomo_0_qa146,4,1,0.0,0.0,-23.0,-0.43689575583482687,0
locomo_0,locomo_0_qa147,4,1,0.0,0.0,-13.0,-0.6081505063387082,0
locomo_0,locomo_0_qa148,4,1,1.0,1.0,10.0,0.19925272523730486,0
locomo_0,locomo_0_qa149,4,1,0.0,0.0,-16.0,-0.7078273904600122,0
locomo_0,locomo_0_qa150,4,1,0.0,0.0,-19.0,-0.6080881053887189,0
locomo_0,locomo_0_qa151,4,1,1.0,1.0,9.0,0.09717496932341063,0
locomo_1,locomo_1_qa0,2,1,1.0,1.0,5.0,-0.05930575579219233,0
locomo_1,locomo_1_qa1,2,1,1.0,1.0,0.0,0.08004715059001521,0
locomo_1,locomo_1_qa2,4,2,0.0,0.0,-3.0,-0.3255227446440151,0
locomo_1,locomo_1_qa3,1,4,0.0,0.0,-23.0,-0.6040923564557543,0
locomo_1,locomo_1_qa4,4,2,0.0,0.0,-12.0,-0.41849900877122487,0
locomo_1,locomo_1_qa5,1,3,0.33333333333333326,0.0,0.0,-0.34396320063006963,1
locomo_1,locomo_1_qa6,2,1,1.0,1.0,-3.0,0.02218065708957584,0
locomo_1,locomo_1_qa7,2,1,1.0,1.0,4.0,0.051234420227942334,0
locomo_1,locomo_1_qa8,2,1,0.0,0.0,-7.0,-0.3277617229986834,0
locomo_1,locomo_1_qa9,1,2,0.0,0.0,-13.0,-0.19346083292841987,0
locomo_1,locomo_1_qa10,2,1,1.0,1.0,1.0,-0.0016847146329607154,0
locomo_1,locomo_1_qa11,2,1,0.0,0.0,-8.0,-0.37944172752832006,0
locomo_1,locomo_1_qa12,2,1,0.0,0.0,-18.0,-0.5957625112883466,0
locomo_1,locomo_1_qa13,2,1,0.0,0.0,-13.0,-0.1693551789296014,0
locomo_1,locomo_1_qa14,2,1,1.0,1.0,-4.0,0.08428651775464646,0
locomo_1,locomo_1_qa15,2,1,0.2,1.0,-4.0,0.02801819620814444,0
locomo_1,locomo_1_qa16,2,1,0.0,0.0,-19.0,-0.70131269629203,0
locomo_1,locomo_1_qa17,1,2,0.0,0.0,-16.0,-0.44521951549976757,0
locomo_1,locomo_1_qa18,1,2,0.0,0.0,-14.0,-0.26092564657480216,0
locomo_1,locomo_1_qa19,2,1,1.0,1.0,-3.0,0.002860340716315024,0
locomo_1,locomo_1_qa20,2,1,1.0,0.0,-4.0,-0.05637269924573407,1
locomo_1,locomo_1_qa21,2,1,1.0,1.0,8.0,0.05638877764979383,0
locomo_1,locomo_1_qa22,2,1,1.0,1.0,8.0,0.019083716906454495,0
locomo_1,locomo_1_qa23,1,4,0.0,0.0,-7.0,-0.06543541674670239,0
locomo_1,locomo_1_qa24,1,3,0.0,0.0,-3.0,-0.25462516000177654,0
locomo_1,locomo_1_qa25,1,2,0.0,0.0,-17.0,-0.3877963152449757,0
locomo_1,locomo_1_qa26,2,1,0.0,0.0,-30.0,-0.7081253350477836,0
locomo_1,locomo_1_qa27,1,5,0.3100000000000001,0.20000000000000004,-1.0,-0.015925767768629473,1
locomo_1,locomo_1_qa28,2,1,0.75,1.0,-2.0,-0.1717323807077627,0
locomo_1,locomo_1_qa29,1,2,0.0,0.0,-19.0,-0.6518133297128222,0
locomo_1,locomo_1_qa30,2,1,0.0,0.0,-19.0,-0.4719687538860017,0
locomo_1,locomo_1_qa31,1,2,0.0,0.0,-17.0,-0.23666243057280734,0
locomo_1,locomo_1_qa32,2,1,0.0,0.0,-12.0,-0.36762587938359537,0
locomo_1,locomo_1_qa33,2,1,0.75,1.0,-7.0,-0.05789878809815718,0
locomo_1,locomo_1_qa34,2,1,0.0,0.0,-8.0,-0.24319598743675824,0
locomo_1,locomo_1_qa35,2,1,0.0,0.0,-4.0,-0.10858052214515157,0
locomo_1,locomo_1_qa36,2,1,0.0,0.0,-7.0,-0.31501420075261627,0
locomo_1,locomo_1_qa37,2,1,1.0,1.0,5.0,0.18869461242949037,0
locomo_1,locomo_1_qa38,2,1,1.0,1.0,0.0,0.03753335753653919,0
locomo_1,locomo_1_qa39,4,1,0.0,0.0,-16.0,-0.27400233761451664,0
locomo_1,locomo_1_qa40,4,1,0.0,0.0,-13.0,-0.6106762004930789,0
locomo_1,locomo_1_qa41,4,1,0.0,0.0,-10.0,-0.46127948649267203,0
locomo_1,locomo_1_qa42,4,1,0.4,0.0,-3.0,-0.15008050183022326,1
locomo_1,locomo_1_qa43,4,1,0.0,0.0,-17.0,-0.7175601895210917,0
locomo_1,locomo_1_qa44,4,1,0.0,0.0,-18.0,-0.4774312029047856,0
locomo_1,locomo_1_qa45,4,1,0.0,0.0,-19.0,-0.31640899463070943,0
locomo_1,locomo_1_qa46,4,1,1.0,0.0,1.0,-0.5649856432451186,1
locomo_1,locomo_1_qa47,4,2,0.0,0.0,-19.0,-0.19664404618226589,0
locomo_1,locomo_1_qa48,4,1,0.0,0.0,-12.0,-0.22363180628098223,0
locomo_1,locomo_1_qa49,4,2,1.0,1.0,2.0,0.06026034701187233,0
locomo_1,locomo_1_qa50,4,1,0.0,0.0,-13.0,-0.27975821645473054,0
locomo_1,locomo_1_qa51,4,1,1.0,1.0,-11.0,-0.08414418270523183,0
locomo_1,locomo_1_qa52,4,1,1.0,1.0,-1.0,0.04623323164943349,0
locomo_1,locomo_1_qa53,4,1,1.0,1.0,5.0,0.10114301419806881,0
locomo_1,locomo_1_qa54,4,1,0.8,1.0,-1.0,0.11356839307294059,0
locomo_1,locomo_1_qa55,4,1,1.0,0.0,0.0,-0.4055948425710581,1
locomo_1,locomo_1_qa56,4,2,0.0,0.0,-19.0,-0.532442685850502,0
locomo_1,locomo_1_qa57,4,1,0.0,0.0,-25.0,-0.4363338900405107,0
locomo_1,locomo_1_qa58,4,1,1.0,1.0,11.0,0.2474858486889674,0
locomo_1,locomo_1_qa59,4,1,0.0,0.0,-9.0,-0.3162415394330741,0
locomo_1,locomo_1_qa60,4,1,0.0,0.0,-9.0,-0.222703785722892,0
locomo_1,locomo_1_qa61,4,1,0.0,0.0,-10.0,-0.34390389736233473,0
locomo_1,locomo_1_qa62,4,1,1.0,1.0,-14.0,-0.016137449141941707,0
locomo_1,locomo_1_qa63,4,1,0.0,0.0,-13.0,-0.2955430255107289,0
locomo_1,locomo_1_qa64,4,1,1.0,0.0,-17.0,-0.4197317394083838,1
locomo_1,locomo_1_qa65,4,1,1.0,1.0,15.0,0.2871730829388945,0
locomo_1,locomo_1_qa66,4,1,0.0,0.0,-6.0,-0.3966496407366296,0
locomo_1,locomo_1_qa67,4,1,0.0,0.0,-27.0,-0.5101077853707733,0
locomo_1,locomo_1_qa68,4,1,0.0,0.0,-15.0,-0.876456180111502,0
locomo_1,locomo_1_qa69,4,1,0.0,0.0,-15.0,-0.45045709875375584,0
locomo_1,locomo_1_qa70,4,1,1.0,1.0,11.0,0.0720670137732835,0
locomo_1,locomo_1_qa71,4,1,0.0,0.0,-17.0,-0.3776861820494746,0
locomo_1,locomo_1_qa72,4,1,0.0,0.0,-37.0,-0.7044214763108284,0
locomo_1,locomo_1_qa73,4,1,0.0,0.0,-12.0,-0.18674627197620242,0
locomo_1,locomo_1_qa74,4,1,0.0,0.0,-34.0,-0.7262287868205186,0
locomo_1,locomo_1_qa75,4,1,0.0,0.0,-26.0,-0.7337809107352997,0
locomo_1,locomo_1_qa76,4,2,0.5,1.0,-1.0,0.17383506497154388,0
locomo_1,locomo_1_qa77,4,1,1.0,0.0,-1.0,-0.18450584650794033,1
locomo_1,locomo_1_qa78,4,1,1.0,1.0,-3.0,0.15838872977030566,0
locomo_1,locomo_1_qa80,4,1,0.0,0.0,-21.0,-0.3474402397863468,0
locomo_1,locomo_1_qa81,4,1,0.0,0.0,-14.0,-0.19245502966142614,0
locomo_2,locomo_2_qa0,2,1,0.0,0.0,-22.0,-0.7537012029467492,0
locomo_2,locomo_2_qa1,2,1,0.0,0.0,-10.0,-0.6722251650413782,0
locomo_2,locomo_2_qa2,1,2,0.0,0.0,-20.0,-0.844774388645363,0
locomo_2,locomo_2_qa3,1,2,0.0,0.0,-21.0,-0.3199491951168716,0
locomo_2,locomo_2_qa4,2,1,0.0,0.0,-15.0,-0.43739203131507104,0
locomo_2,locomo_2_qa5,2,1,0.0,0.0,-26.0,-0.7399137162881545,0
locomo_2,locomo_2_qa6,1,4,0.0,0.25,-10.0,-0.18191995265801392,0
locomo_2,locomo_2_qa7,1,2,0.0,0.0,-18.0,-0.4016365199941422,0
locomo_2,locomo_2_qa8,3,1,0.0,0.0,-34.0,-0.6188979541758739,0
locomo_2,locomo_2_qa9,1,2,0.0,0.0,-9.0,-0.42844626621662796,0
locomo_2,locomo_2_qa10,2,1,0.0,0.0,-22.0,-0.8043649489991342,0
locomo_2,locomo_2_qa11,1,4,0.0,0.0,-9.0,-0.39154443046887855,0
locomo_2,locomo_2_qa12,1,2,0.0,0.0,-10.0,-0.519148252272905,0
locomo_2,locomo_2_qa13,2,1,0.0,0.0,-18.0,-0.7902420839602748,0
locomo_2,locomo_2_qa14,3,2,0.0,0.0,-20.0,-0.2675565126326877,0
locomo_2,locomo_2_qa15,1,2,0.0,0.0,-5.0,-0.43485977164402545,0
locomo_2,locomo_2_qa16,2,1,0.0,0.0,-18.0,-0.8929913148992547,0
locomo_2,locomo_2_qa17,3,1,0.0,1.0,-11.0,-0.07456737432544891,0
locomo_2,locomo_2_qa18,1,2,0.0,0.0,-8.0,-0.4558582428099891,0
locomo_2,locomo_2_qa19,1,2,0.0,0.0,-16.0,-0.2759288580731399,0
locomo_2,locomo_2_qa20,2,2,0.0,0.0,-20.0,-0.4988281500334252,0
locomo_2,locomo_2_qa21,1,2,0.5,0.5,8.0,0.07240243830896975,0
locomo_2,locomo_2_qa22,2,1,0.0,0.0,-9.0,-0.8677446897059667,0
locomo_2,locomo_2_qa23,1,2,0.0,0.5,-6.0,-0.07401661437968082,0
locomo_2,locomo_2_qa24,2,1,0.0,0.0,-4.0,-0.2881762708317777,0
locomo_2,locomo_2_qa25,1,2,0.0,0.0,-22.0,-0.5295443689965078,0
locomo_2,locomo_2_qa26,1,2,0.5,1.0,3.0,0.13968055064126106,0
locomo_2,locomo_2_qa27,2,1,0.0,0.0,-14.0,-0.47240445910293755,0
locomo_2,locomo_2_qa28,1,4,0.0,0.0,-5.0,-0.12003859631605851,0
locomo_2,locomo_2_qa29,1,2,0.5,0.0,7.0,-0.2745387289511598,1
locomo_2,locomo_2_qa30,1,3,0.33333333333333326,0.0,-8.0,-0.22894019983262687,1
locomo_2,locomo_2_qa31,2,1,0.0,0.0,-17.0,-0.6831965593939919,0
locomo_2,locomo_2_qa32,1,2,0.0,0.0,-22.0,-0.6432857519293076,0
locomo_2,locomo_2_qa33,1,3,0.0,0.33333333333333326,-8.0,-0.028883262571132162,0
locomo_2,locomo_2_qa34,2,1,0.0,0.0,-22.0,-0.6393865198946161,0
locomo_2,locomo_2_qa35,1,2,0.0,0.0,-18.0,-0.6560584985816834,0
locomo_2,locomo_2_qa36,1,2,0.0,0.5,-6.0,-0.14434099217174728,0
locomo_2,locomo_2_qa37,1,5,0.0,0.0,-1.0,-0.0744269207571695,0
locomo_2,locomo_2_qa38,2,1,0.0,0.0,-25.0,-0.8372910678779589,0
locomo_2,locomo_2_qa39,3,1,0.0,0.0,-24.0,-0.7964113411059353,0
locomo_2,locomo_2_qa40,1,2,0.0,0.0,-18.0,-0.45234034530312295,0
locomo_2,locomo_2_qa41,3,1,0.0,0.0,-15.0,-0.2929242250380994,0
locomo_2,locomo_2_qa42,1,2,0.5,0.5,2.0,0.0060342883248774015,0
locomo_2,locomo_2_qa43,2,1,0.0,1.0,-7.0,0.16848890454831905,0
locomo_2,locomo_2_qa44,1,3,0.21666666666666665,0.0,-5.0,-0.1983239977939663,1
locomo_2,locomo_2_qa45,3,2,0.0,0.0,-21.0,-0.7246265491741214,0
locomo_2,locomo_2_qa46,2,1,1.0,0.0,2.0,-0.3036731187939473,1
locomo_2,locomo_2_qa47,1,4,0.0,0.0,-17.0,-0.6957932983426984,0
locomo_2,locomo_2_qa48,2,1,0.0,0.0,-11.0,-0.8792024800362666,0
locomo_2,locomo_2_qa49,1,2,0.0,0.0,-8.0,-0.2704733402099949,0
locomo_2,locomo_2_qa50,3,4,0.0,0.0,-20.0,-0.804108033061929,0
locomo_2,locomo_2_qa51,2,1,0.0,0.0,-15.0,-0.31165508748573867,0
locomo_2,locomo_2_qa52,1,2,1.0,1.0,-6.0,0.16076944646973618,0
locomo_2,locomo_2_qa53,2,1,0.0,0.0,-6.0,-0.23277525679983313,0
locomo_2,locomo_2_qa54,2,1,1.0,1.0,4.0,-0.007616391997212646,0
locomo_2,locomo_2_qa55,2,1,0.0,0.0,-8.0,-0.23540692232894533,0
locomo_2,locomo_2_qa56,2,2,0.0,0.0,-11.0,-0.44594658000991294,0
locomo_2,locomo_2_qa57,1,4,0.0,0.0,-13.0,-0.3240303398571475,0
locomo_2,locomo_2_qa58,2,1,0.0,0.0,-26.0,-0.728131586515985,0
locomo_2,locomo_2_qa59,2,1,0.0,0.0,-19.0,-0.3520075396969165,0
locomo_2,locomo_2_qa60,1,2,0.0,0.0,-11.0,-0.6324454142327562,0
locomo_2,locomo_2_qa61,2,1,0.0,0.0,-20.0,-0.9511721156823157,0
locomo_2,locomo_2_qa62,1,2,0.0,0.0,-8.0,-0.3353839820150843,0
locomo_2,locomo_2_qa63,2,2,0.0,0.5,-8.0,0.07060737542527679,0
locomo_2,locomo_2_qa64,3,4,0.0,0.0,-17.0,-0.4934295553503867,0
locomo_2,locomo_2_qa65,4,1,0.0,0.0,-22.0,-0.22063086519863417,0
locomo_2,locomo_2_qa66,4,1,0.0,0.0,-24.0,-0.42681076458795686,0
locomo_2,locomo_2_qa67,4,1,0.0,0.0,-28.0,-0.7383124013755399,0
locomo_2,locomo_2_qa68,4,1,0.0,0.0,-7.0,-0.10304030961465488,0
locomo_2,locomo_2_qa69,4,1,0.0,0.0,-16.0,-0.21524491967934556,0
locomo_2,locomo_2_qa70,4,1,0.0,0.0,-6.0,-0.24599122207998564,0
locomo_2,locomo_2_qa71,4,1,0.0,0.0,-14.0,-0.2738048913304042,0
locomo_2,locomo_2_qa72,4,1,0.0,0.0,-20.0,-0.521531638015867,0
locomo_2,locomo_2_qa73,4,1,1.0,1.0,-10.0,-0.2241893327571738,0
locomo_2,locomo_2_qa74,4,1,0.0,0.0,-3.0,-0.19474508539814805,0
locomo_2,locomo_2_qa75,4,1,0.0,0.0,-18.0,-1.1750206906536267,0
locomo_2,locomo_2_qa76,4,1,0.0,0.0,-22.0,-0.6121868202015074,0
